user_id,signup_ts,acquisition_channel,plan_tier,sessions_last_30d,net_revenue_usd,open_ticket_count,churn_signal,customer_health_score
617,2025-11-13 09:04:12,paid_search,pro,6,97.55,0,0,71
483,2025-11-13 11:07:40,social,pro,8,101.03,0,0,76
1413,2025-11-13 11:22:59,partner,free,6,0.0,0,0,67
2398,2025-11-13 15:09:43,paid_search,free,1,0.0,1,0,50
1818,2025-11-13 16:39:59,social,free,2,0.0,0,0,59
3390,2025-11-13 18:12:06,referral,free,3,0.0,0,1,36
3221,2025-11-13 18:23:24,organic,free,8,0.0,0,1,46
1942,2025-11-13 18:49:17,organic,free,6,0.0,0,1,42
1852,2025-11-13 19:01:32,paid_search,pro,6,129.43,0,1,48
696,2025-11-13 19:23:38,organic,free,4,0.0,0,1,38
1660,2025-11-13 20:12:13,referral,free,5,0.0,0,1,40
1562,2025-11-13 21:55:43,referral,pro,6,135.31,0,1,48
919,2025-11-13 22:33:27,paid_search,pro,7,104.18,0,1,49
1307,2025-11-13 23:02:33,organic,free,4,0.0,0,0,63
3305,2025-11-13 23:16:03,organic,free,6,0.0,0,1,42
2125,2025-11-14 00:21:28,paid_search,free,6,0.0,0,1,42
1425,2025-11-14 01:57:29,organic,pro,5,-11.8,0,1,39
3318,2025-11-14 02:26:02,organic,free,4,0.0,0,0,63
346,2025-11-14 02:49:46,organic,free,6,0.0,0,0,67
2607,2025-11-14 07:01:35,paid_search,pro,6,98.25,0,1,46
2345,2025-11-14 07:06:41,paid_search,pro,15,125.94,1,0,84
933,2025-11-14 07:13:43,referral,free,5,0.0,1,0,58
3467,2025-11-14 07:34:27,organic,free,7,0.0,0,0,69
2187,2025-11-14 08:08:17,referral,pro,9,131.87,0,0,79
2078,2025-11-14 10:14:24,social,pro,10,147.52,0,1,57
2420,2025-11-14 10:20:16,social,free,7,0.0,0,1,44
1179,2025-11-14 12:03:03,referral,free,5,0.0,1,0,58
1804,2025-11-14 12:50:12,paid_search,pro,10,93.05,0,0,79
2417,2025-11-14 14:58:54,paid_search,pro,5,132.48,0,0,71
1502,2025-11-14 15:27:13,organic,pro,5,99.53,0,1,44
2894,2025-11-14 16:48:21,organic,pro,6,154.84,0,1,49
211,2025-11-14 17:43:59,paid_search,free,12,0.0,0,1,54
380,2025-11-14 21:32:10,organic,free,4,0.0,0,0,63
1297,2025-11-14 23:01:28,referral,free,6,0.0,0,1,42
209,2025-11-15 00:36:05,referral,pro,6,107.63,0,1,47
1459,2025-11-15 01:31:30,organic,free,7,0.0,0,1,44
1882,2025-11-15 03:31:28,referral,enterprise,5,390.11,0,0,84
3215,2025-11-15 03:41:27,organic,free,5,0.0,0,1,40
3199,2025-11-15 04:01:11,referral,free,5,0.0,0,0,65
2491,2025-11-15 04:17:40,social,free,4,0.0,0,1,38
1621,2025-11-15 04:48:57,organic,free,2,0.0,0,1,34
1701,2025-11-15 05:57:37,referral,pro,5,123.27,0,1,46
206,2025-11-15 07:21:19,referral,pro,8,97.25,0,1,50
3301,2025-11-15 07:49:08,paid_search,free,4,0.0,0,0,63
1261,2025-11-15 08:00:38,social,free,10,0.0,0,1,50
618,2025-11-15 09:03:51,paid_search,pro,6,100.31,0,1,47
292,2025-11-15 10:32:23,referral,free,4,0.0,0,0,63
1429,2025-11-15 10:38:01,paid_search,pro,9,88.14,0,1,52
2300,2025-11-15 11:47:39,social,free,8,0.0,0,0,71
1673,2025-11-15 12:33:06,paid_search,free,3,0.0,0,1,36
3167,2025-11-15 13:44:06,referral,pro,8,136.83,0,1,52
2332,2025-11-15 14:40:48,partner,free,4,0.0,0,0,63
509,2025-11-15 15:28:58,paid_search,free,5,0.0,0,0,65
1011,2025-11-15 15:41:30,social,free,8,0.0,0,1,46
1123,2025-11-15 16:00:11,organic,free,8,0.0,0,1,46
2657,2025-11-15 20:14:03,paid_search,free,5,0.0,0,1,40
744,2025-11-15 20:47:26,social,free,10,0.0,0,0,75
2237,2025-11-15 21:04:14,paid_search,enterprise,11,441.75,0,1,72
2429,2025-11-15 21:15:24,social,pro,8,94.62,0,1,50
890,2025-11-15 21:26:06,partner,pro,7,103.4,0,1,49
2576,2025-11-15 21:55:29,organic,pro,5,157.19,0,0,72
779,2025-11-15 22:02:07,referral,free,5,0.0,0,1,40
216,2025-11-16 01:42:20,partner,free,4,0.0,0,0,63
3031,2025-11-16 02:41:56,social,free,7,0.0,0,0,69
3099,2025-11-16 03:19:35,partner,free,6,0.0,0,1,42
1640,2025-11-16 04:25:44,organic,pro,7,152.16,0,1,51
3059,2025-11-16 05:07:39,referral,pro,1,88.59,0,1,36
505,2025-11-16 06:59:24,referral,free,7,0.0,0,1,44
3303,2025-11-16 07:09:25,organic,free,4,0.0,0,1,38
1322,2025-11-16 09:08:46,partner,free,2,0.0,0,1,34
1491,2025-11-16 09:11:02,referral,free,9,0.0,0,1,48
2105,2025-11-16 10:05:21,organic,free,1,0.0,0,1,32
3306,2025-11-16 11:29:40,referral,free,2,0.0,0,0,59
281,2025-11-16 12:05:24,paid_search,pro,3,145.19,0,1,43
3211,2025-11-16 13:07:37,organic,free,4,0.0,0,0,63
143,2025-11-16 14:06:33,organic,free,1,0.0,0,1,32
39,2025-11-16 14:43:04,organic,pro,9,95.1,1,1,45
3082,2025-11-16 14:58:06,referral,pro,6,79.73,0,1,45
2954,2025-11-16 15:09:34,organic,free,9,0.0,0,1,48
111,2025-11-16 15:45:37,social,free,5,0.0,0,0,65
2044,2025-11-16 17:34:44,referral,free,3,0.0,0,0,61
1192,2025-11-16 18:21:13,partner,pro,8,136.67,0,1,52
950,2025-11-16 18:30:27,referral,free,6,0.0,0,1,42
1794,2025-11-16 18:36:59,paid_search,free,5,0.0,0,1,40
413,2025-11-16 22:01:36,paid_search,pro,9,146.0,0,1,55
2848,2025-11-16 23:49:43,paid_search,pro,5,137.75,0,1,46
399,2025-11-17 01:30:53,organic,free,9,0.0,0,1,48
2108,2025-11-17 01:36:08,partner,pro,4,100.91,1,0,61
2310,2025-11-17 01:41:48,social,free,4,0.0,0,1,38
1028,2025-11-17 01:48:39,organic,pro,13,55.01,0,0,83
1998,2025-11-17 01:53:36,paid_search,free,5,0.0,0,0,65
1551,2025-11-17 01:58:13,paid_search,pro,8,126.82,1,1,45
1999,2025-11-17 02:37:53,organic,free,1,0.0,0,1,32
2110,2025-11-17 03:13:48,paid_search,free,10,0.0,0,0,75
314,2025-11-17 03:36:11,paid_search,free,5,0.0,0,0,65
152,2025-11-17 04:02:08,social,pro,6,97.92,0,1,46
1917,2025-11-17 06:26:46,organic,free,5,0.0,0,1,40
573,2025-11-17 06:36:39,organic,pro,7,141.76,0,1,51
2870,2025-11-17 07:41:04,organic,pro,4,159.39,0,0,70
2786,2025-11-17 07:44:50,referral,free,1,0.0,0,0,57
3038,2025-11-17 07:47:42,organic,pro,9,99.62,0,0,77
2978,2025-11-17 08:14:46,referral,pro,3,41.81,1,1,31
1410,2025-11-17 09:24:04,social,free,5,0.0,0,1,40
2109,2025-11-17 10:11:23,organic,free,9,0.0,0,1,48
814,2025-11-17 11:18:22,referral,pro,7,154.21,0,0,76
3419,2025-11-17 11:43:03,paid_search,pro,8,90.59,0,1,50
2705,2025-11-17 12:42:49,paid_search,free,3,0.0,0,0,61
1382,2025-11-17 13:07:39,organic,free,3,0.0,0,0,61
299,2025-11-17 13:10:47,paid_search,free,5,0.0,0,0,65
534,2025-11-17 13:38:37,organic,free,5,0.0,0,0,65
1209,2025-11-17 13:40:29,social,free,8,0.0,0,1,46
2811,2025-11-17 17:27:58,organic,free,4,0.0,0,1,38
2192,2025-11-17 18:30:53,organic,free,9,0.0,1,1,41
450,2025-11-17 18:36:54,organic,free,5,0.0,1,0,58
2218,2025-11-17 18:41:53,paid_search,pro,2,147.27,0,0,66
1992,2025-11-17 20:47:27,social,free,3,0.0,0,1,36
855,2025-11-17 22:30:46,organic,enterprise,3,563.08,0,0,81
3367,2025-11-17 22:40:19,partner,pro,6,141.98,0,0,74
481,2025-11-17 22:53:36,referral,pro,8,134.86,0,1,52
660,2025-11-17 23:32:17,referral,free,2,0.0,0,1,34
1230,2025-11-17 23:44:50,referral,free,6,0.0,0,1,42
96,2025-11-18 00:02:05,paid_search,pro,3,96.02,2,1,26
2418,2025-11-18 00:13:27,referral,pro,8,111.45,0,1,51
2806,2025-11-18 01:20:28,partner,free,5,0.0,0,0,65
841,2025-11-18 01:42:22,social,free,2,0.0,0,1,34
2397,2025-11-18 02:12:38,referral,free,7,0.0,0,0,69
2185,2025-11-18 02:53:31,organic,free,11,0.0,0,1,52
3293,2025-11-18 03:12:27,paid_search,free,2,0.0,0,1,34
3388,2025-11-18 03:24:51,organic,pro,7,52.63,0,1,46
2228,2025-11-18 03:48:36,paid_search,free,1,0.0,0,0,57
2040,2025-11-18 03:52:48,organic,enterprise,8,376.46,0,1,64
2540,2025-11-18 04:13:17,organic,pro,9,98.45,0,1,52
495,2025-11-18 04:26:05,organic,pro,6,101.97,1,0,65
1483,2025-11-18 04:49:46,organic,free,7,0.0,0,0,69
2196,2025-11-18 06:52:43,organic,enterprise,7,594.42,0,1,64
342,2025-11-18 07:29:36,referral,free,6,0.0,0,0,67
1561,2025-11-18 08:06:49,social,free,7,0.0,0,1,44
2582,2025-11-18 08:21:10,organic,free,5,0.0,0,1,40
3041,2025-11-18 08:40:43,organic,pro,7,102.71,1,1,42
1114,2025-11-18 10:46:51,paid_search,free,5,0.0,0,1,40
154,2025-11-18 15:12:00,referral,enterprise,12,420.31,0,0,99
1451,2025-11-18 15:21:48,social,pro,6,160.17,0,1,50
3436,2025-11-18 16:46:21,organic,free,5,0.0,0,1,40
271,2025-11-18 18:32:19,organic,enterprise,6,375.34,0,1,60
1646,2025-11-18 18:32:41,organic,free,3,0.0,0,0,61
1820,2025-11-18 18:35:56,partner,free,4,0.0,0,1,38
2254,2025-11-18 19:28:39,referral,pro,4,63.87,0,0,66
796,2025-11-18 20:17:02,social,pro,3,136.45,0,1,42
1862,2025-11-18 22:13:28,referral,pro,7,103.55,0,0,74
1907,2025-11-18 22:32:29,paid_search,pro,6,-8.89,1,0,59
3177,2025-11-18 22:59:34,paid_search,pro,3,99.15,1,0,58
1338,2025-11-18 23:10:21,referral,free,5,0.0,0,0,65
1581,2025-11-18 23:24:20,organic,pro,1,105.79,0,1,37
419,2025-11-18 23:40:17,paid_search,free,5,0.0,1,0,58
638,2025-11-19 00:39:15,partner,free,11,0.0,0,1,52
2272,2025-11-19 00:56:40,paid_search,enterprise,7,348.63,0,1,61
1239,2025-11-19 03:14:54,referral,free,4,0.0,0,0,63
3474,2025-11-19 03:43:17,paid_search,free,7,0.0,0,1,44
971,2025-11-19 05:49:24,partner,enterprise,7,664.82,0,0,89
353,2025-11-19 06:11:17,social,pro,4,166.71,1,0,64
1316,2025-11-19 06:36:27,paid_search,free,7,0.0,0,1,44
1400,2025-11-19 07:52:25,organic,free,4,0.0,0,1,38
3204,2025-11-19 07:58:43,organic,pro,9,95.53,0,1,52
1403,2025-11-19 08:46:24,organic,free,0,0.0,0,1,30
263,2025-11-19 09:37:45,paid_search,free,9,0.0,0,0,73
2832,2025-11-19 10:13:47,social,free,5,0.0,1,0,58
442,2025-11-19 12:22:56,partner,free,7,0.0,0,1,44
2466,2025-11-19 13:00:18,referral,pro,3,153.93,1,1,36
3429,2025-11-19 13:27:09,referral,free,3,0.0,0,1,36
928,2025-11-19 13:31:00,partner,free,6,0.0,0,1,42
1601,2025-11-19 13:58:14,organic,free,8,0.0,0,1,46
190,2025-11-19 14:00:17,organic,free,8,0.0,0,1,46
1823,2025-11-19 14:20:04,paid_search,free,5,0.0,1,1,33
2996,2025-11-19 14:24:21,paid_search,free,4,0.0,0,1,38
2775,2025-11-19 14:43:58,referral,pro,7,148.71,0,0,76
1367,2025-11-19 14:52:14,referral,free,6,0.0,0,1,42
802,2025-11-19 15:12:03,referral,pro,5,149.98,0,1,47
1476,2025-11-19 15:36:58,referral,pro,4,152.8,0,0,70
307,2025-11-19 15:55:35,paid_search,enterprise,9,598.19,0,1,68
2051,2025-11-19 16:47:35,organic,free,5,0.0,0,1,40
2020,2025-11-19 18:00:11,social,free,0,0.0,0,0,55
3105,2025-11-19 18:11:17,social,free,7,0.0,0,0,69
2707,2025-11-19 20:35:03,referral,free,2,0.0,0,1,34
136,2025-11-19 21:01:34,organic,free,5,0.0,0,0,65
1838,2025-11-19 22:30:48,partner,free,6,0.0,0,1,42
952,2025-11-19 23:11:57,paid_search,enterprise,13,407.43,0,0,100
1155,2025-11-19 23:59:38,referral,pro,2,53.13,0,0,61
2088,2025-11-20 00:08:38,partner,free,2,0.0,0,0,59
2186,2025-11-20 01:08:57,paid_search,pro,4,80.7,0,1,42
2594,2025-11-20 02:01:16,partner,pro,7,104.09,0,1,49
3341,2025-11-20 02:21:16,partner,free,8,0.0,0,0,71
226,2025-11-20 02:48:18,paid_search,free,2,0.0,0,0,59
1391,2025-11-20 02:57:32,organic,pro,8,165.88,0,1,54
1105,2025-11-20 03:55:19,social,free,9,0.0,0,0,73
1186,2025-11-20 07:21:03,paid_search,free,5,0.0,0,0,65
2126,2025-11-20 07:51:47,organic,free,2,0.0,0,0,59
1779,2025-11-20 08:06:04,paid_search,free,5,0.0,0,0,65
2308,2025-11-20 08:18:12,paid_search,enterprise,7,375.86,0,1,62
3061,2025-11-20 09:38:58,referral,free,5,0.0,0,0,65
239,2025-11-20 10:36:41,organic,free,7,0.0,0,0,69
3372,2025-11-20 10:38:36,paid_search,free,3,0.0,0,0,61
2354,2025-11-20 12:02:37,social,pro,2,102.09,1,1,32
333,2025-11-20 14:19:17,organic,free,5,0.0,0,1,40
400,2025-11-20 15:22:55,referral,free,3,0.0,0,1,36
526,2025-11-20 15:24:49,referral,pro,6,154.01,0,1,49
2807,2025-11-20 16:20:02,partner,enterprise,12,633.16,0,1,74
2780,2025-11-20 17:12:45,partner,pro,8,96.48,0,0,75
1060,2025-11-20 17:13:08,organic,free,4,0.0,0,1,38
88,2025-11-20 21:15:57,partner,free,7,0.0,0,0,69
1462,2025-11-20 21:51:05,partner,free,5,0.0,0,1,40
1821,2025-11-20 22:11:21,organic,free,5,0.0,1,1,33
749,2025-11-20 23:08:21,paid_search,free,5,0.0,0,0,65
447,2025-11-21 01:12:50,paid_search,free,6,0.0,0,1,42
3097,2025-11-21 01:31:43,referral,free,4,0.0,0,1,38
1034,2025-11-21 01:39:46,organic,free,1,0.0,0,1,32
3163,2025-11-21 02:58:19,social,free,2,0.0,0,0,59
748,2025-11-21 03:14:13,partner,enterprise,11,45.93,0,1,54
1014,2025-11-21 03:16:04,organic,free,4,0.0,0,0,63
2433,2025-11-21 04:07:44,paid_search,pro,7,45.61,0,1,46
2866,2025-11-21 05:29:01,organic,free,4,0.0,0,0,63
799,2025-11-21 05:58:20,paid_search,free,7,0.0,0,1,44
309,2025-11-21 06:50:36,organic,pro,10,46.69,0,1,52
368,2025-11-21 07:31:32,organic,pro,7,102.71,0,1,49
2166,2025-11-21 07:51:24,paid_search,free,4,0.0,0,1,38
988,2025-11-21 08:20:48,partner,pro,3,116.55,0,1,41
1177,2025-11-21 09:04:41,referral,free,7,0.0,0,0,69
968,2025-11-21 10:43:40,organic,pro,8,94.02,0,1,50
338,2025-11-21 11:00:36,partner,free,6,0.0,0,1,42
1604,2025-11-21 11:03:04,paid_search,free,2,0.0,0,0,59
1586,2025-11-21 12:26:26,referral,pro,4,95.02,0,1,42
554,2025-11-21 13:27:51,paid_search,free,6,0.0,0,1,42
2271,2025-11-21 14:25:47,organic,enterprise,9,347.58,0,1,65
1576,2025-11-21 14:38:22,paid_search,free,1,0.0,1,0,50
525,2025-11-21 15:34:29,organic,free,7,0.0,0,0,69
1439,2025-11-21 16:13:24,paid_search,free,9,0.0,0,0,73
1527,2025-11-21 16:24:57,referral,free,6,0.0,0,1,42
1756,2025-11-21 16:45:05,paid_search,pro,7,146.38,0,1,51
2015,2025-11-21 16:49:14,partner,free,6,0.0,0,0,67
1435,2025-11-21 17:39:53,organic,free,8,0.0,0,1,46
3446,2025-11-21 19:53:11,paid_search,free,6,0.0,0,1,42
2483,2025-11-21 20:23:38,partner,pro,12,149.56,0,0,86
403,2025-11-21 20:27:05,partner,enterprise,12,309.89,0,1,69
2270,2025-11-21 20:34:44,organic,free,4,0.0,1,1,31
2129,2025-11-21 20:39:52,paid_search,pro,3,165.01,0,1,44
321,2025-11-21 21:12:24,paid_search,free,0,0.0,0,1,30
595,2025-11-21 21:15:19,organic,pro,10,135.16,0,1,56
2587,2025-11-21 21:18:38,organic,free,7,0.0,0,1,44
2927,2025-11-21 21:21:51,organic,enterprise,11,397.6,0,1,71
2551,2025-11-21 22:22:35,partner,enterprise,13,677.14,0,1,76
167,2025-11-21 22:45:04,partner,free,1,0.0,0,1,32
1950,2025-11-21 23:39:54,social,pro,11,107.96,0,0,82
2291,2025-11-21 23:42:05,partner,free,4,0.0,0,0,63
2151,2025-11-22 01:37:52,partner,free,11,0.0,0,1,52
1504,2025-11-22 02:25:20,organic,pro,4,139.21,1,1,37
1404,2025-11-22 02:25:40,organic,free,1,0.0,0,0,57
607,2025-11-22 04:07:48,paid_search,pro,6,156.9,0,1,49
2282,2025-11-22 06:02:21,referral,enterprise,4,404.66,0,1,58
2525,2025-11-22 06:35:15,organic,free,7,0.0,0,0,69
2082,2025-11-22 09:18:03,paid_search,free,8,0.0,0,0,71
1249,2025-11-22 10:23:59,organic,free,5,0.0,0,0,65
1388,2025-11-22 10:38:13,partner,free,8,0.0,0,0,71
2920,2025-11-22 11:20:03,organic,free,9,0.0,0,1,48
66,2025-11-22 12:01:37,partner,pro,7,116.73,0,1,49
2306,2025-11-22 12:13:23,paid_search,free,6,0.0,0,1,42
2536,2025-11-22 12:37:27,social,enterprise,8,633.14,0,0,91
2091,2025-11-22 14:06:17,referral,pro,8,54.84,0,1,48
2346,2025-11-22 16:14:58,referral,free,8,0.0,0,1,46
632,2025-11-22 16:50:14,organic,free,2,0.0,0,0,59
3042,2025-11-22 18:28:14,organic,pro,12,104.28,0,0,84
2150,2025-11-22 18:38:43,organic,free,5,0.0,0,1,40
646,2025-11-22 19:19:48,organic,free,5,0.0,0,1,40
1915,2025-11-22 19:27:14,paid_search,pro,6,93.15,0,0,71
1095,2025-11-22 19:59:49,referral,free,7,0.0,0,1,44
2575,2025-11-22 21:55:33,referral,free,6,0.0,0,0,67
254,2025-11-22 23:39:01,organic,free,5,0.0,0,0,65
77,2025-11-23 00:36:55,paid_search,enterprise,4,572.86,0,1,58
2068,2025-11-23 01:18:22,referral,free,2,0.0,0,1,34
2649,2025-11-23 02:06:44,partner,enterprise,6,513.27,0,1,62
1514,2025-11-23 02:10:08,paid_search,free,5,0.0,0,0,65
1145,2025-11-23 03:14:17,organic,pro,8,103.07,0,0,76
294,2025-11-23 04:34:07,social,free,6,0.0,0,0,67
1777,2025-11-23 06:33:27,organic,pro,7,148.64,0,0,76
1905,2025-11-23 08:56:40,organic,free,8,0.0,0,1,46
1494,2025-11-23 08:57:40,organic,free,5,0.0,0,0,65
1511,2025-11-23 09:42:18,referral,enterprise,15,574.14,0,0,100
1069,2025-11-23 10:29:58,social,pro,8,156.95,0,0,78
738,2025-11-23 10:31:36,organic,enterprise,11,574.38,0,0,97
2159,2025-11-23 11:53:25,partner,pro,8,40.47,0,0,73
1030,2025-11-23 11:56:40,organic,free,1,0.0,0,0,57
487,2025-11-23 12:16:23,paid_search,pro,5,129.39,0,0,71
169,2025-11-23 12:24:33,social,pro,5,109.11,0,1,45
2636,2025-11-23 16:06:05,paid_search,free,2,0.0,0,1,34
371,2025-11-23 16:07:51,organic,enterprise,9,643.68,0,0,93
2203,2025-11-23 17:42:15,partner,pro,7,100.04,0,0,74
3433,2025-11-23 19:47:48,referral,pro,2,116.83,0,0,64
3394,2025-11-23 20:04:26,paid_search,free,8,0.0,0,1,46
2366,2025-11-23 20:55:22,referral,free,6,0.0,2,1,28
1771,2025-11-23 23:11:53,social,pro,12,7.84,0,1,54
2322,2025-11-23 23:20:28,paid_search,pro,6,100.1,0,1,47
627,2025-11-23 23:46:20,referral,free,5,0.0,0,0,65
3250,2025-11-24 00:10:44,organic,free,1,0.0,0,0,57
1142,2025-11-24 00:24:16,referral,free,6,0.0,0,1,42
1176,2025-11-24 01:33:15,referral,pro,10,43.87,0,0,77
199,2025-11-24 01:48:29,social,free,8,0.0,0,1,46
1900,2025-11-24 02:53:52,paid_search,pro,5,98.79,0,1,44
1782,2025-11-24 03:20:45,paid_search,free,13,0.0,0,1,56
3084,2025-11-24 03:46:44,paid_search,free,12,0.0,0,0,79
2460,2025-11-24 05:00:05,referral,pro,11,57.1,0,1,54
3486,2025-11-24 05:59:04,organic,pro,7,142.61,2,1,37
1160,2025-11-24 06:33:05,partner,free,10,0.0,1,1,43
1973,2025-11-24 08:50:41,paid_search,free,12,0.0,0,0,79
1330,2025-11-24 10:23:58,organic,free,7,0.0,0,0,69
2326,2025-11-24 11:11:58,referral,free,9,0.0,1,1,41
3212,2025-11-24 11:14:27,paid_search,pro,13,96.72,0,0,85
2490,2025-11-24 11:21:08,partner,pro,4,111.36,0,1,43
2073,2025-11-24 11:39:13,organic,free,6,0.0,1,1,35
1977,2025-11-24 11:46:21,organic,pro,9,103.65,1,0,71
197,2025-11-24 12:18:41,social,pro,4,142.48,0,1,45
1711,2025-11-24 12:27:05,partner,pro,7,128.6,0,0,75
991,2025-11-24 12:37:54,social,free,11,0.0,0,0,77
2029,2025-11-24 12:39:55,social,free,3,0.0,1,0,54
1372,2025-11-24 14:19:56,paid_search,free,6,0.0,0,1,42
3090,2025-11-24 14:30:52,social,pro,6,107.37,0,1,47
1647,2025-11-24 14:56:04,organic,free,6,0.0,0,0,67
2484,2025-11-24 15:50:19,organic,pro,6,60.07,1,1,38
1793,2025-11-24 15:50:42,organic,pro,4,37.18,0,0,64
1357,2025-11-24 16:33:41,referral,enterprise,12,191.05,0,1,63
2739,2025-11-24 16:46:34,referral,pro,8,109.83,0,1,51
3173,2025-11-24 18:12:56,social,pro,12,-0.58,0,1,53
2589,2025-11-24 21:21:16,partner,free,5,0.0,0,0,65
1592,2025-11-24 23:30:30,organic,free,4,0.0,0,0,63
1236,2025-11-24 23:32:57,organic,pro,7,-12.81,1,1,36
1383,2025-11-25 00:10:03,organic,pro,7,87.65,0,0,73
268,2025-11-25 00:38:06,referral,pro,9,160.84,0,1,56
1407,2025-11-25 01:03:17,organic,pro,8,98.74,0,1,50
139,2025-11-25 02:26:51,paid_search,free,7,0.0,0,0,69
2997,2025-11-25 02:57:00,referral,free,7,0.0,0,1,44
2909,2025-11-25 03:36:15,organic,enterprise,10,602.39,0,1,70
1312,2025-11-25 03:58:49,organic,pro,16,65.1,1,0,83
1757,2025-11-25 04:09:03,partner,free,6,0.0,0,0,67
3453,2025-11-25 04:41:04,paid_search,pro,11,98.03,0,1,56
2424,2025-11-25 05:24:33,partner,pro,6,49.36,0,1,44
3020,2025-11-25 08:43:02,referral,free,10,0.0,0,0,75
2584,2025-11-25 10:52:23,social,free,1,0.0,0,0,57
1363,2025-11-25 12:09:03,referral,pro,8,-1.14,0,1,45
979,2025-11-25 12:09:06,social,enterprise,10,339.79,0,1,66
3405,2025-11-25 15:33:21,organic,free,10,0.0,1,1,43
2281,2025-11-25 19:15:45,paid_search,free,8,0.0,0,1,46
44,2025-11-25 22:41:05,social,free,7,0.0,0,1,44
1831,2025-11-25 23:35:44,partner,free,7,0.0,0,1,44
2884,2025-11-26 01:02:00,referral,free,7,0.0,0,0,69
3406,2025-11-26 01:36:42,paid_search,pro,2,6.68,0,0,59
2489,2025-11-26 06:52:28,referral,free,10,0.0,0,0,75
3053,2025-11-26 07:46:33,paid_search,pro,4,93.02,0,1,42
521,2025-11-26 08:17:23,referral,pro,5,89.22,0,0,69
1685,2025-11-26 09:55:53,referral,enterprise,9,396.21,0,1,67
2561,2025-11-26 10:37:39,partner,pro,7,166.45,0,1,52
3130,2025-11-26 10:58:44,organic,pro,7,104.05,0,0,74
1699,2025-11-26 13:26:34,social,free,2,0.0,0,0,59
1927,2025-11-26 13:38:14,referral,pro,9,54.24,0,1,50
2758,2025-11-26 13:55:00,partner,pro,3,87.74,0,1,40
3464,2025-11-26 13:58:07,paid_search,free,5,0.0,1,1,33
998,2025-11-26 16:20:35,paid_search,pro,9,110.93,1,0,71
2485,2025-11-26 16:38:06,organic,pro,10,94.01,0,1,54
765,2025-11-26 16:42:18,social,enterprise,6,565.52,0,0,87
3085,2025-11-26 16:47:03,social,pro,7,104.63,0,0,74
2052,2025-11-26 17:51:52,paid_search,pro,9,163.47,0,0,81
1925,2025-11-26 18:24:38,social,pro,7,104.78,0,0,74
1572,2025-11-26 18:52:26,partner,free,12,0.0,0,0,79
2849,2025-11-26 19:03:18,paid_search,free,7,0.0,0,1,44
194,2025-11-26 19:40:13,social,pro,7,50.23,0,1,46
2826,2025-11-26 20:06:04,social,free,5,0.0,0,0,65
2440,2025-11-26 21:08:32,organic,free,6,0.0,0,0,67
2190,2025-11-26 21:45:13,organic,pro,7,96.29,0,1,48
2144,2025-11-26 21:49:44,social,pro,6,150.09,0,1,49
1773,2025-11-26 22:11:06,paid_search,free,3,0.0,0,1,36
3236,2025-11-27 00:31:00,referral,free,4,0.0,0,1,38
301,2025-11-27 01:02:36,organic,pro,11,92.59,0,0,81
53,2025-11-27 01:41:57,referral,free,7,0.0,1,0,62
746,2025-11-27 02:31:22,referral,free,5,0.0,0,0,65
2892,2025-11-27 02:58:15,paid_search,free,3,0.0,0,1,36
2762,2025-11-27 03:13:59,social,pro,6,152.73,1,1,42
1052,2025-11-27 04:37:03,organic,pro,7,161.07,1,1,45
3114,2025-11-27 04:43:55,referral,free,3,0.0,0,1,36
1360,2025-11-27 05:56:23,paid_search,free,8,0.0,0,1,46
3100,2025-11-27 06:16:46,organic,free,7,0.0,0,1,44
2200,2025-11-27 07:43:38,paid_search,free,7,0.0,0,0,69
201,2025-11-27 08:29:20,organic,free,6,0.0,1,0,60
2055,2025-11-27 08:41:46,organic,pro,6,98.44,0,0,71
630,2025-11-27 08:51:36,social,free,9,0.0,0,1,48
1138,2025-11-27 09:28:55,organic,free,4,0.0,0,1,38
63,2025-11-27 09:34:51,organic,enterprise,12,401.95,1,1,67
393,2025-11-27 11:12:42,partner,pro,5,156.24,0,1,47
628,2025-11-27 12:05:02,organic,free,5,0.0,0,0,65
2355,2025-11-27 13:12:52,organic,free,5,0.0,0,1,40
2278,2025-11-27 15:36:42,paid_search,free,7,0.0,0,0,69
1271,2025-11-27 16:18:24,partner,free,6,0.0,0,0,67
3107,2025-11-27 17:09:20,referral,free,7,0.0,0,1,44
3010,2025-11-27 17:19:38,paid_search,free,4,0.0,0,1,38
2766,2025-11-27 17:21:28,paid_search,enterprise,8,422.02,1,1,59
2586,2025-11-27 18:43:34,organic,free,5,0.0,0,0,65
1151,2025-11-27 18:52:09,social,free,2,0.0,0,1,34
2695,2025-11-27 19:12:17,paid_search,free,11,0.0,0,1,52
68,2025-11-27 20:34:26,paid_search,pro,6,85.59,0,1,46
22,2025-11-27 21:32:53,referral,pro,4,142.76,0,1,45
1967,2025-11-27 21:46:29,partner,pro,8,150.49,0,0,78
3005,2025-11-27 21:52:38,referral,pro,4,90.87,0,1,42
332,2025-11-27 21:54:22,referral,free,7,0.0,0,0,69
2406,2025-11-27 22:13:46,social,pro,10,102.43,0,0,80
909,2025-11-27 22:34:50,organic,free,3,0.0,0,1,36
1864,2025-11-27 22:51:27,referral,pro,4,150.57,0,1,45
3253,2025-11-27 23:41:39,organic,enterprise,9,646.02,0,0,93
3492,2025-11-27 23:47:11,paid_search,free,4,0.0,0,1,38
